11
5/29/2024 6:21 PM
Wavelength (nm)	10mm Absorbance
380.5	12.266
381.0	12.303
381.5	12.287
382.0	12.286
382.5	12.286
383.0	12.250
383.5	12.209
384.0	12.187
384.5	12.163
385.0	12.182
385.5	12.164
386.0	12.179
386.5	12.157
387.0	12.144
387.5	12.146
388.0	12.137
388.5	12.104
389.0	12.079
389.5	12.067
390.0	12.052
390.5	12.045
391.0	12.060
391.5	12.049
392.0	12.054
392.5	12.057
393.0	12.049
393.5	12.029
394.0	12.014
394.5	12.009
395.0	11.981
395.5	11.961
396.0	11.935
396.5	11.924
397.0	11.908
397.5	11.873
398.0	11.863
398.5	11.866
399.0	11.866
399.5	11.865
400.0	11.853
400.5	11.839
401.0	11.832
401.5	11.857
402.0	11.852
402.5	11.841
403.0	11.845
403.5	11.861
404.0	11.861
404.5	11.856
405.0	11.836
405.5	11.823
406.0	11.807
406.5	11.790
407.0	11.762
407.5	11.755
408.0	11.739
408.5	11.730
409.0	11.719
409.5	11.712
410.0	11.711
410.5	11.705
411.0	11.695
411.5	11.679
412.0	11.666
412.5	11.659
413.0	11.640
413.5	11.615
414.0	11.601
414.5	11.592
415.0	11.594
415.5	11.585
416.0	11.578
416.5	11.574
417.0	11.569
417.5	11.564
418.0	11.563
418.5	11.557
419.0	11.558
419.5	11.557
420.0	11.558
420.5	11.551
421.0	11.534
421.5	11.517
422.0	11.508
422.5	11.497
423.0	11.481
423.5	11.461
424.0	11.439
424.5	11.424
425.0	11.405
425.5	11.390
426.0	11.376
426.5	11.358
427.0	11.354
427.5	11.354
428.0	11.349
428.5	11.338
429.0	11.329
429.5	11.316
430.0	11.292
430.5	11.278
431.0	11.262
431.5	11.254
432.0	11.251
432.5	11.262
433.0	11.259
433.5	11.249
434.0	11.256
434.5	11.253
435.0	11.234
435.5	11.219
436.0	11.207
436.5	11.197
437.0	11.191
437.5	11.186
438.0	11.169
438.5	11.147
439.0	11.152
439.5	11.145
440.0	11.132
440.5	11.126
441.0	11.120
441.5	11.125
442.0	11.123
442.5	11.117
443.0	11.104
443.5	11.085
444.0	11.065
444.5	11.046
445.0	11.030
445.5	11.034
446.0	11.035
446.5	11.046
447.0	11.045
447.5	11.054
448.0	11.044
448.5	11.031
449.0	11.008
449.5	10.978
450.0	10.949
450.5	10.940
451.0	10.920
451.5	10.895
452.0	10.895
452.5	10.896
453.0	10.890
453.5	10.893
454.0	10.894
454.5	10.886
455.0	10.872
455.5	10.870
456.0	10.860
456.5	10.849
457.0	10.867
457.5	10.868
458.0	10.883
458.5	10.890
459.0	10.897
459.5	10.894
460.0	10.890
460.5	10.888
461.0	10.869
461.5	10.849
462.0	10.831
462.5	10.807
463.0	10.797
463.5	10.770
464.0	10.776
464.5	10.778
465.0	10.789
465.5	10.797
466.0	10.798
466.5	10.812
467.0	10.816
467.5	10.815
468.0	10.811
468.5	10.799
469.0	10.796
469.5	10.778
470.0	10.763
470.5	10.748
471.0	10.741
471.5	10.752
472.0	10.755
472.5	10.753
473.0	10.758
473.5	10.755
474.0	10.747
474.5	10.740
475.0	10.732
475.5	10.728
476.0	10.735
476.5	10.743
477.0	10.749
477.5	10.758
478.0	10.769
478.5	10.761
479.0	10.759
479.5	10.751
480.0	10.749
480.5	10.750
481.0	10.752
481.5	10.757
482.0	10.761
482.5	10.766
483.0	10.775
483.5	10.783
484.0	10.799
484.5	10.804
485.0	10.803
485.5	10.787
486.0	10.750
486.5	10.716
487.0	10.681
487.5	10.661
488.0	10.659
488.5	10.669
489.0	10.680
489.5	10.692
490.0	10.689
490.5	10.691
491.0	10.686
491.5	10.684
492.0	10.690
492.5	10.709
493.0	10.721
493.5	10.711
494.0	10.687
494.5	10.664
495.0	10.644
495.5	10.631
496.0	10.631
496.5	10.631
497.0	10.649
497.5	10.683
498.0	10.702
498.5	10.717
499.0	10.706
499.5	10.708
500.0	10.712
500.5	10.709
501.0	10.701
501.5	10.693
502.0	10.701
502.5	10.719
503.0	10.727
503.5	10.735
504.0	10.741
504.5	10.747
505.0	10.755
505.5	10.750
506.0	10.731
506.5	10.727
507.0	10.717
507.5	10.706
508.0	10.696
508.5	10.693
509.0	10.704
509.5	10.710
510.0	10.716
510.5	10.715
511.0	10.712
511.5	10.719
512.0	10.699
512.5	10.683
513.0	10.666
513.5	10.665
514.0	10.671
514.5	10.673
515.0	10.685
515.5	10.697
516.0	10.712
516.5	10.728
517.0	10.727
517.5	10.725
518.0	10.726
518.5	10.741
519.0	10.742
519.5	10.736
520.0	10.722
520.5	10.691
521.0	10.674
521.5	10.655
522.0	10.643
522.5	10.633
523.0	10.631
523.5	10.643
524.0	10.643
524.5	10.665
525.0	10.666
525.5	10.675
526.0	10.698
526.5	10.725
527.0	10.742
527.5	10.751
528.0	10.753
528.5	10.756
529.0	10.743
529.5	10.738
530.0	10.706
530.5	10.663
531.0	10.626
531.5	10.587
532.0	10.545
532.5	10.522
533.0	10.513
533.5	10.528
534.0	10.546
534.5	10.568
535.0	10.560
535.5	10.547
536.0	10.524
536.5	10.512
537.0	10.492
537.5	10.477
538.0	10.467
538.5	10.476
539.0	10.488
539.5	10.506
540.0	10.512
540.5	10.536
541.0	10.552
541.5	10.569
542.0	10.576
542.5	10.561
543.0	10.535
543.5	10.497
544.0	10.443
544.5	10.410
545.0	10.391
545.5	10.372
546.0	10.379
546.5	10.399
547.0	10.413
547.5	10.415
548.0	10.415
548.5	10.399
549.0	10.368
549.5	10.368
550.0	10.357
550.5	10.343
551.0	10.347
551.5	10.359
552.0	10.367
552.5	10.361
553.0	10.362
553.5	10.343
554.0	10.310
554.5	10.303
555.0	10.277
555.5	10.254
556.0	10.232
556.5	10.228
557.0	10.231
557.5	10.243
558.0	10.253
558.5	10.259
559.0	10.263
559.5	10.271
560.0	10.262
560.5	10.233
561.0	10.213
561.5	10.181
562.0	10.154
562.5	10.149
563.0	10.139
563.5	10.150
564.0	10.155
564.5	10.156
565.0	10.168
565.5	10.167
566.0	10.183
566.5	10.187
567.0	10.188
567.5	10.180
568.0	10.162
568.5	10.130
569.0	10.099
569.5	10.078
570.0	10.074
570.5	10.064
571.0	10.070
571.5	10.079
572.0	10.076
572.5	10.067
573.0	10.061
573.5	10.042
574.0	10.025
574.5	10.013
575.0	9.999
575.5	9.979
576.0	9.968
576.5	9.956
577.0	9.947
577.5	9.935
578.0	9.920
578.5	9.912
579.0	9.887
579.5	9.860
580.0	9.855
580.5	9.842
581.0	9.830
581.5	9.833
582.0	9.838
582.5	9.833
583.0	9.848
583.5	9.852
584.0	9.845
584.5	9.843
585.0	9.852
585.5	9.842
586.0	9.830
586.5	9.827
587.0	9.826
587.5	9.816
588.0	9.820
588.5	9.814
589.0	9.808
589.5	9.809
590.0	9.788
590.5	9.768
591.0	9.751
591.5	9.738
592.0	9.731
592.5	9.717
593.0	9.698
593.5	9.693
594.0	9.687
594.5	9.675
595.0	9.658
595.5	9.661
596.0	9.672
596.5	9.691
597.0	9.688
597.5	9.677
598.0	9.668
598.5	9.652
599.0	9.628
599.5	9.583
600.0	9.559
600.5	9.548
601.0	9.544
601.5	9.539
602.0	9.538
602.5	9.550
603.0	9.572
603.5	9.592
604.0	9.597
604.5	9.592
605.0	9.591
605.5	9.588
606.0	9.572
606.5	9.529
607.0	9.503
607.5	9.484
608.0	9.461
608.5	9.468
609.0	9.464
609.5	9.457
610.0	9.465
610.5	9.464
611.0	9.449
611.5	9.426
612.0	9.405
612.5	9.388
613.0	9.368
613.5	9.353
614.0	9.344
614.5	9.335
615.0	9.330
615.5	9.319
616.0	9.307
616.5	9.324
617.0	9.347
617.5	9.363
618.0	9.368
618.5	9.355
619.0	9.349
619.5	9.345
620.0	9.321
620.5	9.292
621.0	9.266
621.5	9.268
622.0	9.275
622.5	9.276
623.0	9.278
623.5	9.269
624.0	9.267
624.5	9.270
625.0	9.280
625.5	9.287
626.0	9.283
626.5	9.281
627.0	9.260
627.5	9.232
628.0	9.211
628.5	9.197
629.0	9.167
629.5	9.153
630.0	9.158
630.5	9.152
631.0	9.155
631.5	9.169
632.0	9.168
632.5	9.172
633.0	9.183
633.5	9.188
634.0	9.176
634.5	9.155
635.0	9.141
635.5	9.131
636.0	9.126
636.5	9.119
637.0	9.115
637.5	9.108
638.0	9.115
638.5	9.105
639.0	9.073
639.5	9.054
640.0	9.049
640.5	9.045
641.0	9.042
641.5	9.028
642.0	9.012
642.5	9.018
643.0	9.027
643.5	9.025
644.0	9.009
644.5	9.007
645.0	8.999
645.5	8.997
646.0	9.000
646.5	8.978
647.0	8.981
647.5	8.985
648.0	8.971
648.5	8.977
649.0	8.965
649.5	8.970
650.0	8.969
650.5	8.990
651.0	8.978
651.5	8.960
652.0	8.967
652.5	8.947
653.0	8.914
653.5	8.906
654.0	8.903
654.5	8.924
655.0	8.944
655.5	8.972
656.0	8.967
656.5	8.964
657.0	8.960
657.5	8.973
658.0	8.956
658.5	8.956
659.0	8.964
659.5	8.957
660.0	8.963
660.5	8.963
661.0	8.935
661.5	8.902
662.0	8.859
662.5	8.861
663.0	8.839
663.5	8.839
664.0	8.847
664.5	8.860
665.0	8.878
665.5	8.876
666.0	8.849
666.5	8.830
667.0	8.788
667.5	8.782
668.0	8.771
668.5	8.793
669.0	8.811
669.5	8.837
670.0	8.864
670.5	8.879
671.0	8.879
671.5	8.879
672.0	8.843
672.5	8.833
673.0	8.828
673.5	8.811
674.0	8.779
674.5	8.756
675.0	8.753
675.5	8.750
676.0	8.741
676.5	8.740
677.0	8.721
677.5	8.725
678.0	8.752
678.5	8.767
679.0	8.775
679.5	8.800
680.0	8.819
680.5	8.816
681.0	8.805
681.5	8.776
682.0	8.729
682.5	8.705
683.0	8.687
683.5	8.689
684.0	8.690
684.5	8.686
685.0	8.687
685.5	8.678
686.0	8.681
686.5	8.683
687.0	8.676
687.5	8.684
688.0	8.691
688.5	8.702
689.0	8.717
689.5	8.720
690.0	8.710
690.5	8.687
691.0	8.674
691.5	8.653
692.0	8.637
692.5	8.626
693.0	8.630
693.5	8.632
694.0	8.653
694.5	8.687
695.0	8.685
695.5	8.687
696.0	8.684
696.5	8.676
697.0	8.686
697.5	8.703
698.0	8.708
698.5	8.713
699.0	8.718
699.5	8.731
700.0	8.707
700.5	8.684
701.0	8.652
701.5	8.626
702.0	8.617
702.5	8.612
703.0	8.593
703.5	8.582
704.0	8.563
704.5	8.559
705.0	8.544
705.5	8.516
706.0	8.526
706.5	8.544
707.0	8.570
707.5	8.594
708.0	8.613
708.5	8.652
709.0	8.653
709.5	8.669
710.0	8.649
710.5	8.628
711.0	8.640
711.5	8.624
712.0	8.616
712.5	8.588
713.0	8.587
713.5	8.613
714.0	8.611
714.5	8.616
715.0	8.611
715.5	8.612
716.0	8.605
716.5	8.588
717.0	8.568
717.5	8.538
718.0	8.538
718.5	8.536
719.0	8.529
719.5	8.531
720.0	8.535
720.5	8.523
721.0	8.530
721.5	8.564
722.0	8.609
722.5	8.628
723.0	8.646
723.5	8.656
724.0	8.672
724.5	8.679
725.0	8.657
725.5	8.633
726.0	8.620
726.5	8.617
727.0	8.631
727.5	8.619
728.0	8.602
728.5	8.593
729.0	8.575
729.5	8.560
730.0	8.537
730.5	8.513
731.0	8.484
731.5	8.472
732.0	8.484
732.5	8.500
733.0	8.503
733.5	8.501
734.0	8.504
734.5	8.515
735.0	8.526
735.5	8.517
736.0	8.522
736.5	8.514
737.0	8.509
737.5	8.513
738.0	8.512
738.5	8.505
739.0	8.540
739.5	8.550
740.0	8.568
740.5	8.569
741.0	8.583
741.5	8.556
742.0	8.537
742.5	8.513
743.0	8.483
743.5	8.453
744.0	8.452
744.5	8.433
745.0	8.432
745.5	8.431
746.0	8.449
746.5	8.446
747.0	8.448
747.5	8.453
748.0	8.472
748.5	8.466
749.0	8.464
749.5	8.487
750.0	8.479
750.5	8.468
751.0	8.506
751.5	8.515
752.0	8.503
752.5	8.517
753.0	8.508
753.5	8.494
754.0	8.465
754.5	8.460
755.0	8.454
755.5	8.462
756.0	8.487
756.5	8.493
757.0	8.472
757.5	8.472
758.0	8.452
758.5	8.440
759.0	8.412
759.5	8.428
760.0	8.475
760.5	8.485
761.0	8.479
761.5	8.475
762.0	8.472
762.5	8.478
763.0	8.469
763.5	8.449
764.0	8.419
764.5	8.402
765.0	8.390
765.5	8.416
766.0	8.434
766.5	8.430
767.0	8.472
767.5	8.518
768.0	8.549
768.5	8.534
769.0	8.504
769.5	8.465
770.0	8.410
770.5	8.410
771.0	8.387
771.5	8.377
772.0	8.390
772.5	8.430
773.0	8.447
773.5	8.450
774.0	8.448
774.5	8.404
775.0	8.366
775.5	8.396
776.0	8.387
776.5	8.392
777.0	8.374
777.5	8.357
778.0	8.348
778.5	8.352
779.0	8.332
779.5	8.323
780.0	8.342
780.5	8.396
781.0	8.404
781.5	8.417
782.0	8.426
782.5	8.424
783.0	8.491
783.5	8.531
784.0	8.549
784.5	8.577
785.0	8.563
785.5	8.578
786.0	8.559
786.5	8.510
787.0	8.494
787.5	8.437
788.0	8.440
788.5	8.428
789.0	8.391
789.5	8.365
790.0	8.343
790.5	8.365
791.0	8.399
791.5	8.412
792.0	8.443
792.5	8.430
793.0	8.462
793.5	8.463
794.0	8.432
794.5	8.443
795.0	8.476
795.5	8.489
796.0	8.482
796.5	8.466
797.0	8.421
797.5	8.421
798.0	8.419
798.5	8.407
799.0	8.402
799.5	8.441
800.0	8.482
800.5	8.504
801.0	8.467
801.5	8.473
802.0	8.446
802.5	8.462
803.0	8.439
803.5	8.445
804.0	8.432
804.5	8.448
805.0	8.464
805.5	8.470
806.0	8.442
806.5	8.463
807.0	8.439
807.5	8.424
808.0	8.389
808.5	8.370
809.0	8.348
809.5	8.350
810.0	8.331
810.5	8.304
811.0	8.345
811.5	8.412
812.0	8.437
812.5	8.462
813.0	8.466
813.5	8.474
814.0	8.447
814.5	8.407
815.0	8.379
815.5	8.347
816.0	8.369
816.5	8.413
817.0	8.433
817.5	8.470
818.0	8.491
818.5	8.502
819.0	8.473
819.5	8.461
820.0	8.459
820.5	8.412
821.0	8.385
821.5	8.370
822.0	8.371
822.5	8.372
823.0	8.369
823.5	8.388
824.0	8.418
824.5	8.451
825.0	8.465
825.5	8.450
826.0	8.425
826.5	8.400
827.0	8.387
827.5	8.384
828.0	8.365
828.5	8.370
829.0	8.382
829.5	8.403
830.0	8.416
830.5	8.396
831.0	8.355
831.5	8.315
832.0	8.278
832.5	8.263
833.0	8.247
833.5	8.283
834.0	8.335
834.5	8.412
835.0	8.463
835.5	8.509
836.0	8.515
836.5	8.502
837.0	8.454
837.5	8.418
838.0	8.417
838.5	8.417
839.0	8.423
839.5	8.410
840.0	8.393
840.5	8.428
841.0	8.446
841.5	8.380
842.0	8.386
842.5	8.394
843.0	8.463
843.5	8.455
844.0	8.456
844.5	8.407
845.0	8.317
845.5	8.294
846.0	8.315
846.5	8.298
847.0	8.329
847.5	8.331
848.0	8.403
848.5	8.409
849.0	8.408
849.5	8.371
850.0	8.374


12e
5/29/2024 6:23 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.34667	
//WLCalib: 261S 	-0.23000	
//WLCalib: 362S 	-0.96000	
//WLCalib: 484S 	-0.30000	
//WLCalib: 529S 	-0.11000	
//WLCalib: 823S 	-0.54000	
//QSpecEnd: 
190.0	0.237
190.5	0.197
191.0	0.625
191.5	0.616
192.0	0.907
192.5	0.854
193.0	0.741
193.5	0.713
194.0	0.533
194.5	0.353
195.0	0.169
195.5	0.116
196.0	0.157
196.5	0.189
197.0	0.294
197.5	0.315
198.0	0.447
198.5	0.543
199.0	0.553
199.5	0.751
200.0	1.228
200.5	1.646
201.0	2.219
201.5	2.864
202.0	3.587
202.5	4.619
203.0	5.399
203.5	6.197
204.0	6.946
204.5	7.674
205.0	8.218
205.5	8.641
206.0	8.882
206.5	9.284
207.0	9.720
207.5	10.041
208.0	10.289
208.5	10.583
209.0	10.841
209.5	11.043
210.0	11.170
210.5	11.335
211.0	11.558
211.5	11.711
212.0	11.873
212.5	11.855
213.0	11.897
213.5	11.928
214.0	11.986
214.5	12.045
215.0	12.126
215.5	12.245
216.0	12.437
216.5	12.584
217.0	12.791
217.5	12.983
218.0	13.216
218.5	13.480
219.0	13.844
219.5	14.238
220.0	14.648
220.5	15.092
221.0	15.496
221.5	15.877
222.0	16.236
222.5	16.505
223.0	16.718
223.5	16.980
224.0	17.271
224.5	17.600
225.0	17.990
225.5	18.489
226.0	19.226
226.5	20.246
227.0	21.450
227.5	22.686
228.0	23.817
228.5	24.772
229.0	25.442
229.5	25.782
230.0	25.768
230.5	25.490
231.0	25.090
231.5	24.687
232.0	24.317
232.5	23.994
233.0	23.737
233.5	23.604
234.0	23.632
234.5	23.773
235.0	24.027
235.5	24.045
236.0	24.318
236.5	24.079
237.0	23.802
237.5	23.474
238.0	22.865
238.5	22.153
239.0	21.563
239.5	20.943
240.0	20.322
240.5	19.703
241.0	19.318
241.5	18.485
242.0	18.107
242.5	17.703
243.0	17.256
243.5	16.958
244.0	16.776
244.5	16.468
245.0	16.151
245.5	15.843
246.0	15.521
246.5	15.242
247.0	15.025
247.5	14.877
248.0	14.750
248.5	14.690
249.0	14.677
249.5	14.596
250.0	14.528
250.5	14.454
251.0	14.386
251.5	14.375
252.0	14.331
252.5	14.301
253.0	14.241
253.5	14.211
254.0	14.150
254.5	14.107
255.0	14.082
255.5	14.054
256.0	14.026
256.5	14.033
257.0	14.030
257.5	14.071
258.0	14.106
258.5	14.124
259.0	14.159
259.5	14.206
260.0	14.236
260.5	14.229
261.0	14.216
261.5	14.214
262.0	14.210
262.5	14.256
263.0	14.276
263.5	14.311
264.0	14.307
264.5	14.313
265.0	14.298
265.5	14.323
266.0	14.366
266.5	14.397
267.0	14.456
267.5	14.548
268.0	14.599
268.5	14.647
269.0	14.599
269.5	14.578
270.0	14.543
270.5	14.540
271.0	14.514
271.5	14.520
272.0	14.532
272.5	14.528
273.0	14.552
273.5	14.549
274.0	14.473
274.5	14.384
275.0	14.270
275.5	14.183
276.0	14.065
276.5	13.969
277.0	13.895
277.5	13.856
278.0	13.846
278.5	13.790
279.0	13.714
279.5	13.620
280.0	13.487
280.5	13.384
281.0	13.191
281.5	13.023
282.0	12.877
282.5	12.716
283.0	12.534
283.5	12.376
284.0	12.255
284.5	12.145
285.0	12.001
285.5	11.895
286.0	11.784
286.5	11.694
287.0	11.593
287.5	11.482
288.0	11.356
288.5	11.226
289.0	11.114
289.5	10.985
290.0	10.861
290.5	10.747
291.0	10.653
291.5	10.557
292.0	10.450
292.5	10.347
293.0	10.253
293.5	10.153
294.0	10.070
294.5	9.982
295.0	9.899
295.5	9.799
296.0	9.714
296.5	9.622
297.0	9.521
297.5	9.440
298.0	9.366
298.5	9.289
299.0	9.215
299.5	9.143
300.0	9.065
300.5	8.982
301.0	8.911
301.5	8.836
302.0	8.774
302.5	8.710
303.0	8.645
303.5	8.599
304.0	8.534
304.5	8.486
305.0	8.441
305.5	8.390
306.0	8.341
306.5	8.289
307.0	8.234
307.5	8.166
308.0	8.107
308.5	8.062
309.0	8.009
309.5	7.965
310.0	7.922
310.5	7.872
311.0	7.832
311.5	7.790
312.0	7.744
312.5	7.700
313.0	7.667
313.5	7.643
314.0	7.623
314.5	7.584
315.0	7.548
315.5	7.517
316.0	7.493
316.5	7.454
317.0	7.414
317.5	7.378
318.0	7.349
318.5	7.315
319.0	7.278
319.5	7.233
320.0	7.196
320.5	7.160
321.0	7.115
321.5	7.069
322.0	7.035
322.5	7.000
323.0	6.965
323.5	6.931
324.0	6.893
324.5	6.854
325.0	6.811
325.5	6.763
326.0	6.722
326.5	6.681
327.0	6.632
327.5	6.583
328.0	6.546
328.5	6.509
329.0	6.459
329.5	6.414
330.0	6.370
330.5	6.315
331.0	6.260
331.5	6.198
332.0	6.139
332.5	6.084
333.0	6.040
333.5	5.987
334.0	5.918
334.5	5.872
335.0	5.826
335.5	5.766
336.0	5.700
336.5	5.636
337.0	5.582
337.5	5.528
338.0	5.471
338.5	5.399
339.0	5.325
339.5	5.269
340.0	5.213
340.5	5.152
341.0	5.080
341.5	5.016
342.0	4.965
342.5	4.907
343.0	4.849
343.5	4.789
344.0	4.732
344.5	4.674
345.0	4.621
345.5	4.561
346.0	4.494
346.5	4.434
347.0	4.374
347.5	4.318
348.0	4.269
348.5	4.216
349.0	4.153
349.5	4.093
350.0	4.040
350.5	3.979
351.0	3.917
351.5	3.863
352.0	3.811
352.5	3.766
353.0	3.714
353.5	3.666
354.0	3.615
354.5	3.566
355.0	3.522
355.5	3.478
356.0	3.433
356.5	3.392
357.0	3.350
357.5	3.309
358.0	3.268
358.5	3.233
359.0	3.194
359.5	3.156
360.0	3.118
360.5	3.083
361.0	3.044
361.5	3.006
362.0	2.968
362.5	2.937
363.0	2.913
363.5	2.891
364.0	2.867
364.5	2.845
365.0	2.819
365.5	2.795
366.0	2.769
366.5	2.741
367.0	2.714
367.5	2.691
368.0	2.668
368.5	2.641
369.0	2.615
369.5	2.591
370.0	2.569
370.5	2.549
371.0	2.536
371.5	2.522
372.0	2.516
372.5	2.507
373.0	2.491
373.5	2.471
374.0	2.453
374.5	2.439
375.0	2.424
375.5	2.404
376.0	2.390
376.5	2.376
377.0	2.365
377.5	2.350
378.0	2.335
378.5	2.320
379.0	2.311
379.5	2.309
380.0	2.300
380.5	2.288
381.0	2.279
381.5	2.266
382.0	2.247
382.5	2.229
383.0	2.218
383.5	2.210
384.0	2.207
384.5	2.206
385.0	2.204
385.5	2.201
386.0	2.191
386.5	2.176
387.0	2.158
387.5	2.145
388.0	2.136
388.5	2.130
389.0	2.121
389.5	2.117
390.0	2.112
390.5	2.104
391.0	2.094
391.5	2.084
392.0	2.075
392.5	2.062
393.0	2.055
393.5	2.053
394.0	2.046
394.5	2.039
395.0	2.033
395.5	2.031
396.0	2.027
396.5	2.025
397.0	2.017
397.5	2.002
398.0	1.995
398.5	1.988
399.0	1.979
399.5	1.970
400.0	1.965
400.5	1.956
401.0	1.949
401.5	1.948
402.0	1.939
402.5	1.928
403.0	1.924
403.5	1.916
404.0	1.912
404.5	1.904
405.0	1.897
405.5	1.887
406.0	1.881
406.5	1.875
407.0	1.870
407.5	1.865
408.0	1.862
408.5	1.851
409.0	1.841
409.5	1.831
410.0	1.824
410.5	1.818
411.0	1.809
411.5	1.806
412.0	1.802
412.5	1.795
413.0	1.786
413.5	1.772
414.0	1.758
414.5	1.750
415.0	1.747
415.5	1.741
416.0	1.735
416.5	1.732
417.0	1.725
417.5	1.713
418.0	1.699
418.5	1.690
419.0	1.681
419.5	1.676
420.0	1.669
420.5	1.660
421.0	1.653
421.5	1.645
422.0	1.640
422.5	1.633
423.0	1.626
423.5	1.624
424.0	1.621
424.5	1.615
425.0	1.606
425.5	1.602
426.0	1.598
426.5	1.594
427.0	1.591
427.5	1.583
428.0	1.575
428.5	1.571
429.0	1.564
429.5	1.559
430.0	1.552
430.5	1.551
431.0	1.545
431.5	1.540
432.0	1.533
432.5	1.524
433.0	1.518
433.5	1.513
434.0	1.511
434.5	1.509
435.0	1.505
435.5	1.504
436.0	1.499
436.5	1.494
437.0	1.487
437.5	1.482
438.0	1.477
438.5	1.469
439.0	1.464
439.5	1.458
440.0	1.451
440.5	1.445
441.0	1.440
441.5	1.432
442.0	1.432
442.5	1.433
443.0	1.430
443.5	1.430
444.0	1.430
444.5	1.424
445.0	1.416
445.5	1.408
446.0	1.400
446.5	1.390
447.0	1.384
447.5	1.380
448.0	1.378
448.5	1.377
449.0	1.378
449.5	1.374
450.0	1.374
450.5	1.373
451.0	1.371
451.5	1.368
452.0	1.365
452.5	1.363
453.0	1.357
453.5	1.355
454.0	1.353
454.5	1.348
455.0	1.348
455.5	1.347
456.0	1.346
456.5	1.344
457.0	1.345
457.5	1.344
458.0	1.339
458.5	1.339
459.0	1.338
459.5	1.331
460.0	1.328
460.5	1.329
461.0	1.325
461.5	1.322
462.0	1.319
462.5	1.318
463.0	1.318
463.5	1.315
464.0	1.316
464.5	1.315
465.0	1.314
465.5	1.321
466.0	1.322
466.5	1.323
467.0	1.322
467.5	1.319
468.0	1.314
468.5	1.310
469.0	1.309
469.5	1.309
470.0	1.304
470.5	1.309
471.0	1.309
471.5	1.311
472.0	1.313
472.5	1.309
473.0	1.304
473.5	1.303
474.0	1.303
474.5	1.305
475.0	1.301
475.5	1.302
476.0	1.300
476.5	1.305
477.0	1.310
477.5	1.311
478.0	1.309
478.5	1.307
479.0	1.306
479.5	1.302
480.0	1.296
480.5	1.288
481.0	1.283
481.5	1.280
482.0	1.277
482.5	1.272
483.0	1.271
483.5	1.274
484.0	1.274
484.5	1.275
485.0	1.276
485.5	1.277
486.0	1.277
486.5	1.276
487.0	1.271
487.5	1.272
488.0	1.280
488.5	1.286
489.0	1.288
489.5	1.294
490.0	1.297
490.5	1.296
491.0	1.291
491.5	1.287
492.0	1.280
492.5	1.282
493.0	1.284
493.5	1.284
494.0	1.290
494.5	1.300
495.0	1.303
495.5	1.301
496.0	1.300
496.5	1.299
497.0	1.297
497.5	1.303
498.0	1.300
498.5	1.302
499.0	1.305
499.5	1.305
500.0	1.298
500.5	1.291
501.0	1.285
501.5	1.285
502.0	1.286
502.5	1.290
503.0	1.292
503.5	1.295
504.0	1.298
504.5	1.300
505.0	1.301
505.5	1.301
506.0	1.302
506.5	1.304
507.0	1.303
507.5	1.299
508.0	1.299
508.5	1.295
509.0	1.293
509.5	1.293
510.0	1.293
510.5	1.294
511.0	1.292
511.5	1.293
512.0	1.290
512.5	1.292
513.0	1.295
513.5	1.294
514.0	1.293
514.5	1.294
515.0	1.289
515.5	1.285
516.0	1.281
516.5	1.276
517.0	1.268
517.5	1.265
518.0	1.259
518.5	1.261
519.0	1.266
519.5	1.275
520.0	1.278
520.5	1.285
521.0	1.289
521.5	1.287
522.0	1.282
522.5	1.278
523.0	1.271
523.5	1.269
524.0	1.262
524.5	1.261
525.0	1.260
525.5	1.261
526.0	1.259
526.5	1.254
527.0	1.247
527.5	1.245
528.0	1.245
528.5	1.243
529.0	1.236
529.5	1.235
530.0	1.236
530.5	1.237
531.0	1.236
531.5	1.232
532.0	1.227
532.5	1.224
533.0	1.224
533.5	1.225
534.0	1.223
534.5	1.226
535.0	1.227
535.5	1.230
536.0	1.230
536.5	1.233
537.0	1.230
537.5	1.224
538.0	1.218
538.5	1.212
539.0	1.206
539.5	1.198
540.0	1.188
540.5	1.181
541.0	1.176
541.5	1.174
542.0	1.170
542.5	1.168
543.0	1.172
543.5	1.175
544.0	1.182
544.5	1.187
545.0	1.194
545.5	1.198
546.0	1.196
546.5	1.193
547.0	1.185
547.5	1.180
548.0	1.183
548.5	1.184
549.0	1.184
549.5	1.181
550.0	1.177
550.5	1.171
551.0	1.159
551.5	1.150
552.0	1.142
552.5	1.139
553.0	1.138
553.5	1.136
554.0	1.134
554.5	1.135
555.0	1.133
555.5	1.134
556.0	1.134
556.5	1.138
557.0	1.140
557.5	1.143
558.0	1.142
558.5	1.133
559.0	1.128
559.5	1.122
560.0	1.119
560.5	1.113
561.0	1.107
561.5	1.110
562.0	1.108
562.5	1.111
563.0	1.109
563.5	1.104
564.0	1.099
564.5	1.095
565.0	1.101
565.5	1.098
566.0	1.095
566.5	1.104
567.0	1.103
567.5	1.099
568.0	1.093
568.5	1.092
569.0	1.083
569.5	1.083
570.0	1.088
570.5	1.090
571.0	1.092
571.5	1.089
572.0	1.085
572.5	1.070
573.0	1.060
573.5	1.049
574.0	1.037
574.5	1.028
575.0	1.020
575.5	1.025
576.0	1.028
576.5	1.026
577.0	1.030
577.5	1.028
578.0	1.029
578.5	1.033
579.0	1.033
579.5	1.029
580.0	1.027
580.5	1.035
581.0	1.038
581.5	1.038
582.0	1.036
